wavelength,front_ref,transmittance
1494,0.563920975,0
1495,0.56323576,0
1496,0.564177454,0
1497,0.564863205,0
1498,0.566079557,0
1499,0.566863954,0
1500,0.567937255,0
1501,0.567903817,0
1502,0.569555938,0
1503,0.569514036,0
1504,0.570551813,0
1505,0.570919514,0
1506,0.571475506,0
1507,0.572529554,0
1508,0.573626459,0
1509,0.574548721,0
1510,0.575365782,0
1511,0.575739682,0
1512,0.575999737,0
1513,0.576756835,0
1514,0.57814157,0
1515,0.578724623,0
1516,0.579409242,0
1517,0.579639494,0
1518,0.579842985,0
1519,0.580325842,0
1520,0.581089616,0
1521,0.581599414,0
1522,0.582141817,0
1523,0.582237303,0
1524,0.582990229,0
1525,0.584128559,0
1526,0.585007071,0
1527,0.584901333,0
1528,0.585365117,0
1529,0.586198628,0
1530,0.58649838,0
1531,0.586602151,0
1532,0.587614536,0
1533,0.588362217,0
1534,0.588490665,0
1535,0.588948607,0
1536,0.589397371,0
1537,0.589883864,0
1538,0.590409517,0
1539,0.591359496,0
1540,0.590477526,0
1541,0.590708256,0
1542,0.591053367,0
1543,0.592252195,0
1544,0.593100429,0
1545,0.593321979,0
1546,0.593791604,0
1547,0.594206333,0
1548,0.594693244,0
1549,0.59515512,0
1550,0.595407426,0
1551,0.595932424,0
1552,0.596226096,0
1553,0.596772254,0
1554,0.597664714,0
1555,0.597781777,0
1556,0.597412705,0
1557,0.597881913,0
1558,0.59869945,0
1559,0.598921657,0
1560,0.599349916,0
1561,0.599914432,0
1562,0.600275993,0
1563,0.600121558,0
1564,0.600867093,0
1565,0.601829052,0
1566,0.601775885,0
1567,0.601244152,0
1568,0.602158666,0
1569,0.602470875,0
1570,0.603095651,0
1571,0.604140699,0
1572,0.604675651,0
1573,0.604554296,0
1574,0.604488015,0
1575,0.604896247,0
1576,0.60573107,0
1577,0.60620898,0
1578,0.606991827,0
1579,0.607291996,0
1580,0.607207716,0
1581,0.607232988,0
1582,0.60788995,0
1583,0.609219372,0
1584,0.609721124,0
1585,0.610602081,0
1586,0.61083746,0
1587,0.610453069,0
1588,0.611378312,0
1589,0.611194551,0
1590,0.61149925,0
1591,0.612225473,0
1592,0.61225903,0
1593,0.612734616,0
1594,0.613743305,0
1595,0.615071893,0
1596,0.615274131,0
1597,0.615353346,0
1598,0.616096377,0
1599,0.616582036,0
1600,0.616764963,0
1601,0.618094683,0
1602,0.618362367,0
1603,0.61894083,0
1604,0.620402575,0
1605,0.620957792,0
1606,0.621176124,0
1607,0.621813834,0
1608,0.621908128,0
1609,0.622662723,0
1610,0.623344183,0
1611,0.623906493,0
1612,0.623673499,0
1613,0.624158919,0
1614,0.625980794,0
1615,0.625705957,0
1616,0.626319528,0
1617,0.62680608,0
1618,0.626974702,0
1619,0.62795043,0
1620,0.62857914,0
1621,0.629621029,0
1622,0.628926516,0
1623,0.629154563,0
1624,0.631144047,0
1625,0.631444752,0
1626,0.631196439,0
1627,0.631256342,0
1628,0.631985962,0
1629,0.632439435,0
1630,0.632842124,0
1631,0.634097338,0
1632,0.63289839,0
1633,0.633066773,0
1634,0.633645594,0
1635,0.632623911,0
1636,0.6340518,0
1637,0.634742975,0
1638,0.634745002,0
1639,0.634854853,0
1640,0.634631455,0
1641,0.634469032,0
1642,0.63452369,0
1643,0.634343624,0
1644,0.633161724,0
1645,0.634212852,0
1646,0.634526312,0
1647,0.633108914,0
1648,0.633483052,0
1649,0.633951664,0
1650,0.633889914,0
1651,0.634215593,0
1652,0.634080529,0
1653,0.632651269,0
1654,0.63259691,0
1655,0.630756676,0
1656,0.631421983,0
1657,0.631074309,0
1658,0.630565047,0
1659,0.630182028,0
1660,0.630627155,0
1661,0.631865323,0
1662,0.631019413,0
1663,0.629453719,0
1664,0.630200267,0
1665,0.630892932,0
1666,0.62940973,0
1667,0.629657388,0
1668,0.631366134,0
1669,0.630136013,0
1670,0.629261553,0
1671,0.630075157,0
1672,0.630380213,0
1673,0.628943861,0
1674,0.630131543,0
1675,0.631105661,0
1676,0.630510271,0
1677,0.630882382,0
1678,0.632729471,0
1679,0.631649733,0
1680,0.632663548,0
1681,0.632093966,0
1682,0.63265878,0
1683,0.632386327,0
1684,0.633474231,0
1685,0.632231236,0
1686,0.633173883,0
1687,0.632107258,0
1688,0.634180903,0
1689,0.63345474,0
1690,0.632427931,0
1691,0.633422673,0
1692,0.634012282,0
1693,0.634033144,0
1694,0.634191036,0
1695,0.634565294,0
1696,0.633884132,0
1697,0.633233309,0
1698,0.633730412,0
1699,0.631727397,0
1700,0.633282483,0
1701,0.633279622,0
1702,0.631741881,0
1703,0.631924927,0
1704,0.633924425,0
1705,0.631808996,0
1706,0.632294893,0
1707,0.631207228,0
1708,0.630623519,0
1709,0.629487693,0
1710,0.63061446,0
1711,0.630793571,0
1712,0.62950182,0
1713,0.630091667,0
1714,0.628443062,0
1715,0.628517926,0
1716,0.627879083,0
1717,0.6280182,0
